Route Name,PassBy Station,Departure Station,Arrival Station,First Entry,Last Entry
G147,镇江南,北京南,上海虹桥,6770,6779
G154,镇江南,上海虹桥,北京南,4146,4154
G159,镇江南,北京南,上海虹桥,10545,10553
G211,镇江南,天津西,上海虹桥,49455,49462
G212,镇江南,上海虹桥,天津西,49463,49471
G213,镇江南,天津西,上海虹桥,38215,38224
G222/G223,镇江南,上海虹桥,青岛,49480,49488
G224/G221,镇江南,青岛,上海虹桥,49489,49499
G234/G235,镇江南,上海虹桥,青岛,49500,49509
G2522/G2523,镇江南,上海虹桥,汉口,9220,9228
G42,镇江南,杭州东,北京南,15129,15140
G678/G675,镇江南,武汉,上海虹桥,9430,9437
G7186/G7187,镇江南,上海虹桥,淮南东,9438,9444
G7197,镇江南,南京南,上海虹桥,48790,48796
G7198,镇江南,上海虹桥,南京南,48797,48803
G7226/G7227,镇江南,上海,合肥,9457,9464
G7268/G7269,镇江南,上海虹桥,合肥,9577,9582
G7270/G7267,镇江南,合肥,上海虹桥,9583,9586
G7291,镇江南,徐州东,上海,4509,4517
G7401,镇江南,蚌埠南,上海虹桥,4527,4535
G7405,镇江南,徐州东,上海虹桥,4536,4544
G7416,镇江南,上海虹桥,徐州东,4560,4568
G7589,镇江南,徐州东,宁波,4569,4585
7101,中华门,南京,黄山,10209,10217
7102,中华门,黄山,南京,10218,10226
K1326/K1327,中华门,南昌,苏州,6434,6449
K1328/K1325,中华门,苏州,南昌,6450,6464
K782/K783,中华门,上海,鹰潭,10353,10371
7213,八都,南昌,吉安,49613,49624
7214,八都,吉安,南昌,49625,49636
6905/6908,北板桥,新乡,长治北,43758,43781
6907/6906,北板桥,长治北,新乡,43782,43806
5221,彬江,南昌,萍乡,49637,49647
7213,大洋洲,南昌,吉安,49613,49624
7214,大洋洲,吉安,南昌,49625,49636
1454,德安,南昌,北京西,7947,7968
D113/D112,德安,九江,杭州东,49648,49659
D295/D298,德安,郑州,福州,22933,22953
D296,德安,福州,郑州,22954,22973
D3223,德安,武昌,南昌,45013,45018
D3246/D3247,德安,南昌,汉口,45019,45026
D3248/D3245,德安,汉口,南昌西,45402,45408
D3252/D3253,德安,南昌西,宜昌东,45027,45036
D3254/D3251,德安,宜昌东,南昌西,45037,45047
D3262/D3263,德安,汉口,福州,22983,22997
D3266,德安,福州,武汉,23025,23039
D3272/D3273,德安,汉口,厦门北,24420,24435
D3274/D3271,德安,厦门北,汉口,24645,24661
D6341,德安,九江,南昌,49660,49664
D6342,德安,南昌,九江,49665,49669
D6343,德安,九江,南昌,49670,49674
D6346,德安,南昌,九江,49675,49679
D6349,德安,九江,南昌,49680,49684
D6350,德安,南昌,九江,49685,49689
D6351,德安,九江,南昌,49690,49694
D6358,德安,南昌,九江,49695,49698
D6359,德安,九江,南昌,49699,49703
D6371,德安,九江,南昌西,49704,49708
D6372,德安,南昌西,九江,49709,49712
D6392,德安,南昌,九江,49713,49718
D6505,德安,九江,福州,23332,23341
D6508,德安,福州,九江,23353,23363
K1187/K1186,德安,九江,上海南,49719,49739
K792/K789,德安,西安,南昌,44467,44488
7215,定南,吉安,定南,49740,49754
7216,定南,定南,吉安,49755,49769
K1017/K1020,定南,广州东,九江,30516,30525
K1019,定南,九江,广州东,30526,30540
K1038/K1039,定南,郑州,深圳,8034,8054
K105,定南,北京西,深圳,4790,4810
K106,定南,深圳,北京西,4811,4831
K1620,定南,深圳东,天津,5216,5238
K25,定南,南京,深圳,10316,10335
K795/K794,定南,广州东,鹰潭,30625,30635
L140,定南,东莞东,南昌,28557,28564
L614,定南,东莞东,南昌,28595,28600
2185/2188,东乡,杭州,九江,49770,49781
2186,东乡,南昌,杭州,49782,49795
2206/2207,东乡,温州,南昌,49796,49810
2208/2205,东乡,南昌,温州,49811,49828
2998,东乡,赣州,杭州,49829,49845
5203,东乡,玉山,南昌,49846,49856
5204,东乡,南昌,玉山,49857,49867
5205,东乡,景德镇,南昌,49868,49877
5206,东乡,南昌,景德镇,49878,49886
K1185,东乡,上海南,南昌,49887,49905
K1187/K1186,东乡,九江,上海南,49719,49739
K1271/K1274,东乡,杭州,成都,34545,34579
K149,东乡,上海南,湛江,33096,33124
K1682/K1683,东乡,福州,长沙,23476,23492
K242/K243,东乡,西安,厦门高崎,24688,24713
K244/K241,东乡,厦门高崎,西安,24940,24965
K308/K305,东乡,厦门高崎,北京西,5303,5329
K390/K391,东乡,成都,福州,23493,23522
K538,东乡,南宁,上海南,34116,34138
K539,东乡,杭州,贵阳,35439,35456
K584/K581,东乡,宁波,南宁,34163,34187
K793/K796,东乡,上饶,广州东,30613,30624
K795/K794,东乡,广州东,鹰潭,30625,30635
K806/K803,东乡,重庆北,福州,20814,20837
K8721,东乡,玉山,南昌,49906,49914
K8722,东乡,南昌,玉山,49915,49924
K8729,东乡,景德镇,南昌,49925,49933
K8730,东乡,南昌,景德镇,49934,49942
K946/K947,东乡,厦门高崎,贵阳,24966,24989
K948/K945,东乡,贵阳,厦门高崎,24353,24380
L1075/L1078,东乡,上饶,广州东,30750,30757
L139,东乡,鹰潭,东莞东,28551,28556
L371/L374,东乡,九江,上海南,49943,49958
L483,东乡,上海南,南昌,49959,49969
L484,东乡,南昌,上海南,49970,49985
L8819,东乡,鹰潭,宜春,49986,49992
L8895,东乡,鹰潭,宜春,49993,49999
5201,丰城,南昌,萍乡,50000,50007
5202,丰城,萍乡,南昌,50008,50015
5221,丰城,南昌,萍乡,49637,49647
5222,丰城,萍乡,南昌,50016,50024
K1136/K1137,丰城,青岛,南宁,4953,4986
K1191,丰城,南京,南宁,6363,6380
K1192,丰城,南宁,南京,6381,6404
K1235,丰城,九江,昆明,34459,34482
K1236,丰城,昆明,九江,34483,34504
K149,丰城,上海南,湛江,33096,33124
K150,丰城,湛江,上海南,33125,33157
K1523,丰城,九江,湛江,33342,33365
K1524,丰城,湛江,九江,33366,33389
K1557,丰城,南昌,南宁,33897,33914
K1558,丰城,南宁,南昌,33915,33935
K302,丰城,广州,徐州,8201,8221
K335/K334,丰城,重庆北,厦门高崎,20397,20426
K336/K333,丰城,厦门高崎,重庆北,20427,20456
K476/K477,丰城,贵阳,福州,23557,23577
K478/K475,丰城,福州,贵阳,23578,23597
K527,丰城,南京,广州,29516,29545
K528,丰城,广州,南京,29546,29569
K760,丰城,衡阳,上海南,46328,46344
K787/K786,丰城,南昌,成都东,19320,19342
K788/K785,丰城,成都东,南昌,19343,19365
K846/K847,丰城,贵阳,宁波,35336,35362
K848/K845,丰城,宁波,贵阳,35363,35383
K8727,丰城,南昌,醴陵,46422,46431
K8728,丰城,醴陵,南昌,46432,46441
K946/K947,丰城,厦门高崎,贵阳,24966,24989
K948/K945,丰城,贵阳,厦门高崎,24353,24380
L1052/L1053,丰城,贵阳,宁波,35654,35672
L1074/L1071,丰城,醴陵,广州东,30742,30749
L281,丰城,上海南,萍乡,50025,50033
L282,丰城,萍乡,上海南,50034,50047
L349,丰城,上海南,贵阳,35706,35723
L349/L352,丰城,上海南,长沙,46255,46269
L841,丰城,上海南,贵阳,35771,35786
L8819,丰城,鹰潭,宜春,49986,49992
L8895,丰城,鹰潭,宜春,49993,49999
L96,丰城,宜春,上海南,50048,50060
T145/T148,丰城,北京,南昌,13243,13265
T147/T146,丰城,南昌,北京,13266,13287
T171,丰城,南昌,广州东,30874,30886
T172,丰城,广州东,南昌,30887,30897
7213,丰城南,南昌,吉安,49613,49624
7214,丰城南,吉安,南昌,49625,49636
K1019,丰城南,九江,广州东,30526,30540
K1038/K1039,丰城南,郑州,深圳,8034,8054
5201,分宜,南昌,萍乡,50000,50007
5202,分宜,萍乡,南昌,50008,50015
5221,分宜,南昌,萍乡,49637,49647
5222,分宜,萍乡,南昌,50016,50024
K1682/K1683,分宜,福州,长沙,23476,23492
K534/K535,分宜,怀化,上海南,46034,46054
K8727,分宜,南昌,醴陵,46422,46431
K8728,分宜,醴陵,南昌,46432,46441
K948/K945,分宜,贵阳,厦门高崎,24353,24380
T171,分宜,南昌,广州东,30874,30886
6091,福港,绩溪县,景德镇,10193,10200
6092,福港,景德镇,绩溪县,10201,10208
6091,浮梁,绩溪县,景德镇,10193,10200
6092,浮梁,景德镇,绩溪县,10201,10208
D2321,抚州,南昌西,深圳北,24381,24399
D2322,抚州,深圳北,南昌西,24400,24419
D295/D298,抚州,郑州,福州,22933,22953
D296,抚州,福州,郑州,22954,22973
D3262/D3263,抚州,汉口,福州,22983,22997
D3264/D3261,抚州,福州,汉口,22998,23011
D3265,抚州,武汉,福州,23012,23024
D3266,抚州,福州,武汉,23025,23039
D3272/D3273,抚州,汉口,厦门北,24420,24435
D3274/D3271,抚州,厦门北,汉口,24645,24661
D3276/D3277,抚州,汉口,厦门北,24900,24914
D3278/D3275,抚州,厦门北,汉口,24436,24450
D3301/D3304,抚州,宁波,南昌西,21908,21924
D3303/D3302,抚州,南昌西,宁波,22271,22286
D6501,抚州,南昌,福州,23301,23307
D6502,抚州,福州,南昌,23308,23315
D6503,抚州,南昌,福州,23316,23324
D6504,抚州,福州,南昌,23325,23331
D6505,抚州,九江,福州,23332,23341
D6506,抚州,福州,南昌西,23342,23348
D6507,抚州,南昌,福州,23349,23352
D6508,抚州,福州,九江,23353,23363
D6509,抚州,南昌西,福州,23364,23370
D6510,抚州,福州,南昌,23371,23377
D6511,抚州,南昌,福州,23378,23383
D6512,抚州,福州,南昌,23384,23387
D6521,抚州,南昌西,厦门北,24451,24461
D6522,抚州,漳州,南昌,24915,24923
D6523,抚州,南昌西,厦门北,24662,24670
D6524,抚州,厦门北,南昌西,24462,24470
D6525,抚州,九江,厦门北,24529,24539
D6526,抚州,厦门北,南昌,24471,24479
D6527,抚州,南昌西,厦门北,24932,24939
D6528,抚州,厦门北,南昌西,24924,24931
D6529,抚州,南昌,漳州,24480,24491
D6530,抚州,厦门北,南昌西,24492,24499
D6531,抚州,南昌,漳州,24500,24511
D6532,抚州,厦门北,南昌西,24671,24680
D6533,抚州,南昌西,厦门北,24540,24549
D6534,抚州,漳州,南昌西,24512,24520
D6548,抚州,南丰,南昌西,50061,50064
K1270/K1267,抚州,重庆北,福州,20167,20183
K1316/K1317,抚州,福州,西安,23396,23412
K1318/K1315,抚州,西安,福州,23413,23430
K1576/K1577,抚州,福州,太原,5178,5197
K1578/K1575,抚州,太原,福州,5198,5215
K322,抚州,福州,合肥,306,321
T345,抚州,北京,福州,8436,8443
T346,抚州,福州,北京,8444,8450
7211,甘棠,景德镇,鹰潭,50065,50074
7212,甘棠,鹰潭,景德镇,50075,50084
7215,赣县,吉安,定南,49740,49754
7216,赣县,定南,吉安,49755,49769
1202/1203,赣州,信阳,深圳西,33198,33216
1204,赣州,深圳西,信阳,33217,33232
1903,赣州,北京西,东莞东,7969,7981
1904,赣州,赣州,北京西,7982,8005
2998,赣州,赣州,杭州,49829,49845
5217,赣州,赣州,泉州东,21448,21466
5218/5219,赣州,泉州东,赣州,21467,21485
7215,赣州,吉安,定南,49740,49754
7216,赣州,定南,吉安,49755,49769
K1017/K1020,赣州,广州东,九江,30516,30525
K1019,赣州,九江,广州东,30526,30540
K1029,赣州,合肥,东莞东,201,213
K1030,赣州,东莞东,合肥,214,225
K1038/K1039,赣州,郑州,深圳,8034,8054
K1040/K1037,赣州,深圳,郑州,8055,8071
K105,赣州,北京西,深圳,4790,4810
K106,赣州,深圳,北京西,4811,4831
K1092/K1093,赣州,深圳东,成都东,21329,21354
K1094/K1091,赣州,成都东,深圳东,21355,21380
K1122/K1123,赣州,海口,哈尔滨,4862,4900
K1124/K1121,赣州,哈尔滨,海口,4901,4952
K115,赣州,九江,深圳,33321,33331
K116,赣州,深圳,九江,33332,33341
K1281,赣州,济南,深圳东,5054,5072
K1282,赣州,深圳东,济南,5073,5088
K132/K133,赣州,兰州,深圳西,7891,7920
K134/K131,赣州,深圳西,兰州,5089,5124
K1620,赣州,深圳东,天津,5216,5238
K1622/K1619,赣州,天津,深圳东,5239,5259
K2018/K2019,赣州,青岛,深圳,8153,8174
K2020/K2017,赣州,深圳,青岛,8175,8200
K25,赣州,南京,深圳,10316,10335
K255,赣州,合肥,深圳西,226,244
K256,赣州,深圳西,合肥,245,262
K26,赣州,深圳,南京,10336,10352
K309/K312,赣州,广州东,合肥,263,276
K311/K310,赣州,合肥,广州东,277,290
K335/K334,赣州,重庆北,厦门高崎,20397,20426
K336/K333,赣州,厦门高崎,重庆北,20427,20456
K440/K441,赣州,井冈山,深圳,28477,28485
K442/K439,赣州,深圳,井冈山,28486,28492
K446/K447,赣州,深圳,西安,28493,28513
K448/K445,赣州,西安,深圳,28514,28536
K469,赣州,苏州,赣州,49205,49221
K470,赣州,赣州,苏州,49222,49242
K555,赣州,武昌,深圳东,28537,28550
K556,赣州,深圳东,武昌,33233,33246
K561,赣州,阜阳,东莞东,7921,7933
K562,赣州,东莞东,阜阳,7934,7946
K571,赣州,北京西,龙岩,5383,5403
K572,赣州,龙岩,北京西,5404,5422
K729/K732,赣州,广州东,大同,5610,5642
K731/K730,赣州,大同,广州东,5643,5672
K742/K743,赣州,郑州,厦门高崎,5673,5692
K744/K741,赣州,厦门高崎,郑州,5693,5710
K793/K796,赣州,上饶,广州东,30613,30624
K795/K794,赣州,广州东,鹰潭,30625,30635
K799/K798,赣州,武昌,汕头,28326,28340
K800/K797,赣州,汕头,武昌,28341,28355
K85/K88,赣州,广州,九江,29797,29806
K87/K86,赣州,九江,广州,29807,29816
K8723,赣州,南昌,瑞金,50085,50093
K8724,赣州,瑞金,南昌,50094,50102
K8739/K8742,赣州,吉安,福州,21486,21501
K8740/K8741,赣州,福州,吉安,21502,21517
K8769,赣州,赣州,瑞金,50103,50105
K8770,赣州,瑞金,赣州,50106,50108
K903/K902,赣州,太原,厦门高崎,21518,21553
K904/K901,赣州,厦门高崎,太原,21554,21586
K92/K93,赣州,深圳东,泰州,431,448
K921/K924,赣州,广州东,汉口,30638,30655
K922/K923,赣州,汉口,广州东,30656,30668
K94/K91,赣州,泰州,深圳东,449,465
L100,赣州,深圳西,九江,33467,33471
L1061,赣州,南昌,广州东,30729,30732
L1063/L1062,赣州,广州东,南昌,30733,30736
L1065,赣州,九江,广州东,30737,30741
L1074/L1071,赣州,醴陵,广州东,30742,30749
L1215/L1214,赣州,广州东,九江,30765,30769
L1293,赣州,南昌,深圳,33456,33460
L1294,赣州,深圳,南昌,33461,33464
L1375/L1378,赣州,东莞,南昌,28438,28441
L1377/L1376,赣州,南昌,东莞,28442,28446
L139,赣州,鹰潭,东莞东,28551,28556
L140,赣州,东莞东,南昌,28557,28564
L183,赣州,南昌,汕头,28365,28371
L184/L185,赣州,汕头,南昌,28372,28378
L219/L222,赣州,广州东,合肥,6186,6194
L273,赣州,南昌,深圳西,33472,33478
L274,赣州,深圳西,南昌,33479,33484
L287/L290,赣州,武汉,汕头,28379,28387
L288/L289,赣州,汕头,武汉,28388,28397
L295/L298,赣州,东莞,阜阳,466,477
L470/L471,赣州,深圳西,汉口,33490,33495
L491/L490,赣州,广州东,合肥,497,507
L514,赣州,深圳西,南昌,33498,33501
L614,赣州,东莞东,南昌,28595,28600
L618,赣州,东莞东,麻城,28601,28605
L726,赣州,赣州,上海南,50109,50122
L783/L782,赣州,广州东,徐州,521,532
L893/L896,赣州,南昌,汕头,28398,28409
L894/L895,赣州,汕头,南昌,28410,28418
L90,赣州,东莞东,武汉,28616,28623
L99,赣州,九江,深圳西,33502,33508
T101,赣州,上海南,深圳,33247,33260
T102,赣州,深圳,上海南,33261,33274
T107,赣州,北京西,深圳,8338,8348
T108,赣州,深圳,北京西,8349,8359
T126/T127,赣州,成都,东莞东,28624,28642
T128/T125,赣州,东莞东,成都,28643,28660
T161/T160,赣州,广州东,青岛,8360,8381
T162/T159,赣州,青岛,广州东,8382,8404
T186/T187,赣州,深圳,沈阳北,5829,5856
T188/T185,赣州,沈阳北,深圳,5857,5886
T211,赣州,上海南,深圳,33275,33290
T212,赣州,深圳,上海南,33291,33306
T8001,赣州,南昌,赣州,50123,50126
T8002,赣州,赣州,南昌,50127,50130
T83/T86,赣州,广州东,长春,5887,5910
T84/T85,赣州,长春,广州东,5911,5934
7215,赣州东,吉安,定南,49740,49754
7216,赣州东,定南,吉安,49755,49769
7215,高兴镇,吉安,定南,49740,49754
7216,高兴镇,定南,吉安,49755,49769
1454,共青城,南昌,北京西,7947,7968
D113/D112,共青城,九江,杭州东,49648,49659
D3222,共青城,南昌西,武昌,45845,45848
D3227,共青城,武昌,南昌西,45621,45625
D3256/D3257,共青城,南昌西,宜昌东,45409,45419
D3258/D3255,共青城,宜昌东,南昌西,45275,45287
D3264/D3261,共青城,福州,汉口,22998,23011
D3265,共青城,武汉,福州,23012,23024
D3276/D3277,共青城,汉口,厦门北,24900,24914
D6344,共青城,南昌,九江,50131,50135
D6345,共青城,九江,南昌,50136,50140
D6348,共青城,南昌,九江,50141,50145
D6352,共青城,南昌,九江,50146,50149
D6353,共青城,九江,南昌,50150,50154
D6354,共青城,南昌,九江,50155,50159
D6355,共青城,九江,南昌,50160,50164
D6356,共青城,南昌,九江,50165,50169
D6357,共青城,九江,南昌,50170,50174
D6360,共青城,南昌,九江,50175,50179
D6371,共青城,九江,南昌西,49704,49708
D6374,共青城,南昌西,九江,50180,50182
D6392,共青城,南昌,九江,49713,49718
D6525,共青城,九江,厦门北,24529,24539
D677/D676,共青城,九江,上海虹桥,50183,50196
K1278/K1275,共青城,包头,南昌,36396,36431
7215,冠朝,吉安,定南,49740,49754
7216,冠朝,定南,吉安,49755,49769
2185/2188,贵溪,杭州,九江,49770,49781
2186,贵溪,南昌,杭州,49782,49795
2206/2207,贵溪,温州,南昌,49796,49810
2208/2205,贵溪,南昌,温州,49811,49828
2998,贵溪,赣州,杭州,49829,49845
5203,贵溪,玉山,南昌,49846,49856
5204,贵溪,南昌,玉山,49857,49867
5205,贵溪,景德镇,南昌,49868,49877
5206,贵溪,南昌,景德镇,49878,49886
5216,贵溪,鹰潭,上饶,50197,50201
7211,贵溪,景德镇,鹰潭,50065,50074
7212,贵溪,鹰潭,景德镇,50075,50084
K1127/K1126,贵溪,杭州,襄阳,45063,45077
K1128/K1125,贵溪,襄阳,杭州,45078,45094
K1185,贵溪,上海南,南昌,49887,49905
K1187/K1186,贵溪,九江,上海南,49719,49739
K1247/K1246,贵溪,重庆,宁波,19433,19456
K178,贵溪,厦门高崎,徐州,1358,1383
K424/K421,贵溪,成都,宁波,44713,44736
K496,贵溪,贵阳,上海南,35422,35438
K530/K531,贵溪,成都东,杭州,21269,21296
K666/K667,贵溪,福州,沈阳北,5544,5581
K668/K665,贵溪,沈阳北,福州,5582,5609
K751/K754,贵溪,上海南,平顶山,44150,44177
K782/K783,贵溪,上海,鹰潭,10353,10371
K784/K781,贵溪,鹰潭,上海,10372,10389
K793/K796,贵溪,上饶,广州东,30613,30624
K846/K847,贵溪,贵阳,宁波,35336,35362
K8709,贵溪,景德镇,厦门高崎,24326,24339
K8710,贵溪,厦门高崎,景德镇,24340,24352
K8721,贵溪,玉山,南昌,49906,49914
K8722,贵溪,南昌,玉山,49915,49924
K8729,贵溪,景德镇,南昌,49925,49933
K8730,贵溪,南昌,景德镇,49934,49942
K942/K943,贵溪,贵阳,温州,35597,35622
K944/K941,贵溪,温州,贵阳,35623,35648
L1075/L1078,贵溪,上饶,广州东,30750,30757
L282,贵溪,萍乡,上海南,50034,50047
L371/L374,贵溪,九江,上海南,49943,49958
L422,贵溪,利川,上海南,44875,44896
L484,贵溪,南昌,上海南,49970,49985
L504,贵溪,鹰潭,上海南,50202,50212
L509/L512,贵溪,武昌,温州,45626,45640
L533/L532,贵溪,景德镇,杭州,50213,50222
L778,贵溪,贵阳,上海南,35753,35770
L832/L829,贵溪,襄阳东,上海南,44812,44828
2186,横峰,南昌,杭州,49782,49795
2208/2205,横峰,南昌,温州,49811,49828
2998,横峰,赣州,杭州,49829,49845
5203,横峰,玉山,南昌,49846,49856
5204,横峰,南昌,玉山,49857,49867
5216,横峰,鹰潭,上饶,50197,50201
K1185,横峰,上海南,南昌,49887,49905
K1187/K1186,横峰,九江,上海南,49719,49739
K666/K667,横峰,福州,沈阳北,5544,5581
K668/K665,横峰,沈阳北,福州,5582,5609
K793/K796,横峰,上饶,广州东,30613,30624
K846/K847,横峰,贵阳,宁波,35336,35362
K8721,横峰,玉山,南昌,49906,49914
K8722,横峰,南昌,玉山,49915,49924
L282,横峰,萍乡,上海南,50034,50047
L371/L374,横峰,九江,上海南,49943,49958
L422,横峰,利川,上海南,44875,44896
L484,横峰,南昌,上海南,49970,49985
L504,横峰,鹰潭,上海南,50202,50212
L509/L512,横峰,武昌,温州,45626,45640
L533/L532,横峰,景德镇,杭州,50213,50222
8551,横岗,南昌,向塘,50223,50226
7211,画桥,景德镇,鹰潭,50065,50074
7212,画桥,鹰潭,景德镇,50075,50084
K1218/K1219,湖口,南昌,宁波,6405,6418
K1326/K1327,湖口,南昌,苏州,6434,6449
K1328/K1325,湖口,苏州,南昌,6450,6464
K876/K877,湖口,九江,烟台,2834,2859
K878/K875,湖口,烟台,九江,2860,2887
L798/L799,湖口,九江,上海南,6481,6491
1202/1203,吉安,信阳,深圳西,33198,33216
1204,吉安,深圳西,信阳,33217,33232
1903,吉安,北京西,东莞东,7969,7981
1904,吉安,赣州,北京西,7982,8005
2998,吉安,赣州,杭州,49829,49845
7213,吉安,南昌,吉安,49613,49624
7214,吉安,吉安,南昌,49625,49636
7215,吉安,吉安,定南,49740,49754
7216,吉安,定南,吉安,49755,49769
K1017/K1020,吉安,广州东,九江,30516,30525
K1019,吉安,九江,广州东,30526,30540
K1029,吉安,合肥,东莞东,201,213
K1030,吉安,东莞东,合肥,214,225
K1038/K1039,吉安,郑州,深圳,8034,8054
K1040/K1037,吉安,深圳,郑州,8055,8071
K105,吉安,北京西,深圳,4790,4810
K106,吉安,深圳,北京西,4811,4831
K1092/K1093,吉安,深圳东,成都东,21329,21354
K1094/K1091,吉安,成都东,深圳东,21355,21380
K1122/K1123,吉安,海口,哈尔滨,4862,4900
K1124/K1121,吉安,哈尔滨,海口,4901,4952
K115,吉安,九江,深圳,33321,33331
K116,吉安,深圳,九江,33332,33341
K1281,吉安,济南,深圳东,5054,5072
K1282,吉安,深圳东,济南,5073,5088
K132/K133,吉安,兰州,深圳西,7891,7920
K134/K131,吉安,深圳西,兰州,5089,5124
K1620,吉安,深圳东,天津,5216,5238
K1622/K1619,吉安,天津,深圳东,5239,5259
K2018/K2019,吉安,青岛,深圳,8153,8174
K2020/K2017,吉安,深圳,青岛,8175,8200
K25,吉安,南京,深圳,10316,10335
K255,吉安,合肥,深圳西,226,244
K256,吉安,深圳西,合肥,245,262
K26,吉安,深圳,南京,10336,10352
K271,吉安,上海南,井冈山,50227,50240
K272,吉安,井冈山,上海南,50241,50253
K309/K312,吉安,广州东,合肥,263,276
K311/K310,吉安,合肥,广州东,277,290
K335/K334,吉安,重庆北,厦门高崎,20397,20426
K336/K333,吉安,厦门高崎,重庆北,20427,20456
K440/K441,吉安,井冈山,深圳,28477,28485
K442/K439,吉安,深圳,井冈山,28486,28492
K446/K447,吉安,深圳,西安,28493,28513
K448/K445,吉安,西安,深圳,28514,28536
K469,吉安,苏州,赣州,49205,49221
K470,吉安,赣州,苏州,49222,49242
K555,吉安,武昌,深圳东,28537,28550
K556,吉安,深圳东,武昌,33233,33246
K561,吉安,阜阳,东莞东,7921,7933
K562,吉安,东莞东,阜阳,7934,7946
K571,吉安,北京西,龙岩,5383,5403
K572,吉安,龙岩,北京西,5404,5422
K729/K732,吉安,广州东,大同,5610,5642
K731/K730,吉安,大同,广州东,5643,5672
K742/K743,吉安,郑州,厦门高崎,5673,5692
K744/K741,吉安,厦门高崎,郑州,5693,5710
K793/K796,吉安,上饶,广州东,30613,30624
K795/K794,吉安,广州东,鹰潭,30625,30635
K799/K798,吉安,武昌,汕头,28326,28340
K800/K797,吉安,汕头,武昌,28341,28355
K85/K88,吉安,广州,九江,29797,29806
K87/K86,吉安,九江,广州,29807,29816
K8703,吉安,南昌,井冈山,50254,50258
K8704,吉安,井冈山,南昌,50259,50263
K8723,吉安,南昌,瑞金,50085,50093
K8724,吉安,瑞金,南昌,50094,50102
K8731,吉安,南昌,井冈山,50264,50267
K8732,吉安,井冈山,南昌,50268,50270
K8739/K8742,吉安,吉安,福州,21486,21501
K8740/K8741,吉安,福州,吉安,21502,21517
K903/K902,吉安,太原,厦门高崎,21518,21553
K904/K901,吉安,厦门高崎,太原,21554,21586
K92/K93,吉安,深圳东,泰州,431,448
K921/K924,吉安,广州东,汉口,30638,30655
K922/K923,吉安,汉口,广州东,30656,30668
K94/K91,吉安,泰州,深圳东,449,465
L100,吉安,深圳西,九江,33467,33471
L1061,吉安,南昌,广州东,30729,30732
L1063/L1062,吉安,广州东,南昌,30733,30736
L1065,吉安,九江,广州东,30737,30741
L1074/L1071,吉安,醴陵,广州东,30742,30749
L1075/L1078,吉安,上饶,广州东,30750,30757
L1077/L1076,吉安,广州东,南昌,30758,30760
L1215/L1214,吉安,广州东,九江,30765,30769
L1293,吉安,南昌,深圳,33456,33460
L1294,吉安,深圳,南昌,33461,33464
L1375/L1378,吉安,东莞,南昌,28438,28441
L1377/L1376,吉安,南昌,东莞,28442,28446
L139,吉安,鹰潭,东莞东,28551,28556
L159,吉安,阜阳,东莞东,8301,8306
L183,吉安,南昌,汕头,28365,28371
L184/L185,吉安,汕头,南昌,28372,28378
L219/L222,吉安,广州东,合肥,6186,6194
L273,吉安,南昌,深圳西,33472,33478
L274,吉安,深圳西,南昌,33479,33484
L288/L289,吉安,汕头,武汉,28388,28397
L295/L298,吉安,东莞,阜阳,466,477
L297/L296,吉安,阜阳,东莞,478,488
L435,吉安,阜阳,广州东,8307,8311
L470/L471,吉安,深圳西,汉口,33490,33495
L485,吉安,九江,东莞东,28586,28590
L486,吉安,东莞东,九江,28591,28594
L489/L492,吉安,合肥,广州东,489,496
L491/L490,吉安,广州东,合肥,497,507
L514,吉安,深圳西,南昌,33498,33501
L614,吉安,东莞东,南昌,28595,28600
L618,吉安,东莞东,麻城,28601,28605
L624/L621,吉安,东莞东,郑州,8312,8319
L726,吉安,赣州,上海南,50109,50122
L781,吉安,徐州,广州东,508,520
L783/L782,吉安,广州东,徐州,521,532
L848,吉安,东莞东,南昌,28606,28608
L893/L896,吉安,南昌,汕头,28398,28409
L894/L895,吉安,汕头,南昌,28410,28418
L90,吉安,东莞东,武汉,28616,28623
L99,吉安,九江,深圳西,33502,33508
T101,吉安,上海南,深圳,33247,33260
T102,吉安,深圳,上海南,33261,33274
T107,吉安,北京西,深圳,8338,8348
T108,吉安,深圳,北京西,8349,8359
T126/T127,吉安,成都,东莞东,28624,28642
T128/T125,吉安,东莞东,成都,28643,28660
T161/T160,吉安,广州东,青岛,8360,8381
T162/T159,吉安,青岛,广州东,8382,8404
T186/T187,吉安,深圳,沈阳北,5829,5856
T188/T185,吉安,沈阳北,深圳,5857,5886
T211,吉安,上海南,深圳,33275,33290
T212,吉安,深圳,上海南,33291,33306
T8001,吉安,南昌,赣州,50123,50126
T8002,吉安,赣州,南昌,50127,50130
T83/T86,吉安,广州东,长春,5887,5910
T84/T85,吉安,长春,广州东,5911,5934
Z133,吉安,北京西,井冈山,18647,18653
Z134,吉安,井冈山,北京西,18654,18660
7215,吉安南,吉安,定南,49740,49754
7216,吉安南,定南,吉安,49755,49769
5205,景德镇,景德镇,南昌,49868,49877
5206,景德镇,南昌,景德镇,49878,49886
6091,景德镇,绩溪县,景德镇,10193,10200
6092,景德镇,景德镇,绩溪县,10201,10208
7211,景德镇,景德镇,鹰潭,50065,50074
7212,景德镇,鹰潭,景德镇,50075,50084
K155,景德镇,南京,昆明,10227,10250
